T,candidate_id,final_fidelity,error,elapsed_s
14.0,pw_rand_15_T14p0,0.4387861490249634,,0.8400068283081055
14.0,pw_rand_16_T14p0,0.7080766558647156,,0.8549349308013916
14.0,pw_rand_17_T14p0,0.3373430669307709,,0.8581030368804932
14.0,pw_rand_18_T14p0,0.6865712404251099,,0.7569580078125
14.0,pw_rand_19_T14p0,0.6265444755554199,,0.784696102142334
14.0,pw_rand_20_T14p0,0.7855832576751709,,0.8579220771789551
14.0,pw_rand_21_T14p0,0.8340420722961426,,0.8394730091094971
14.0,pw_rand_22_T14p0,0.6507234573364258,,0.8907701969146729
14.0,pw_rand_23_T14p0,0.8001513481140137,,0.837125301361084
14.0,pw_rand_24_T14p0,0.16178452968597412,,0.867527961730957
14.0,pw_rand_25_T14p0,0.8129008412361145,,0.8075399398803711
14.0,pw_rand_26_T14p0,0.7372280359268188,,0.7819359302520752
14.0,pw_rand_27_T14p0,0.7622729539871216,,2.0196151733398438
14.0,pw_rand_28_T14p0,0.2123899757862091,,0.7461121082305908
14.0,pw_rand_29_T14p0,0.11014348268508911,,0.9117100238800049
14.0,pw_rand_30_T14p0,0.8240152597427368,,0.9070992469787598
14.0,pw_rand_31_T14p0,0.8677805662155151,,0.8447592258453369
14.0,pw_rand_32_T14p0,0.8005015254020691,,0.907263994216919
14.0,pw_rand_33_T14p0,0.891177237033844,,0.8565011024475098
14.0,pw_rand_34_T14p0,0.8546262383460999,,0.8766679763793945
14.0,pw_rand_35_T14p0,0.9162628650665283,,0.8397128582000732
14.0,pw_rand_36_T14p0,0.9779077768325806,,0.8978121280670166
14.0,pw_rand_37_T14p0,0.7548882961273193,,0.8088228702545166
14.0,pw_rand_38_T14p0,0.6194190979003906,,0.785269021987915
14.0,pw_rand_39_T14p0,0.8613190650939941,,0.778576135635376
14.0,pw_rand_40_T14p0,0.6429125666618347,,0.7907028198242188
14.0,pw_rand_41_T14p0,0.6364994049072266,,0.8590641021728516
14.0,pw_rand_42_T14p0,0.9173674583435059,,0.7741420269012451
14.0,pw_rand_43_T14p0,0.37332165241241455,,0.7567441463470459
14.0,pw_rand_44_T14p0,0.8865454196929932,,0.7856738567352295
14.0,pw_rand_45_T14p0,0.9789564609527588,,0.8104190826416016
14.0,pw_rand_46_T14p0,0.8391472101211548,,0.815561056137085
14.0,pw_rand_47_T14p0,0.8442198038101196,,0.8464910984039307
16.0,alpha_0.45_T16p0,0.738429844379425,,0.909783124923706
16.0,alpha_0.52_T16p0,0.7668350338935852,,0.9092578887939453
16.0,alpha_0.6_T16p0,0.7967280745506287,,0.9421560764312744
16.0,alpha_0.7_T16p0,0.8296563625335693,,0.8530170917510986
16.0,alpha_0.85_T16p0,0.8685497045516968,,0.8811562061309814
16.0,alpha_1.0_T16p0,0.8936153650283813,,0.8834228515625
16.0,alpha_1.04_T16p0,0.8978679180145264,,0.918856143951416
16.0,smooth_varY_-0.12_T16p0,0.5244747400283813,,0.8154387474060059
16.0,smooth_varY_-0.08_T16p0,0.5248364210128784,,0.8145558834075928
16.0,smooth_varY_-0.04_T16p0,0.5275964140892029,,2.144486904144287
16.0,smooth_varY_0.04_T16p0,0.5348901152610779,,0.8392031192779541
16.0,smooth_varY_0.08_T16p0,0.5406437516212463,,0.7570209503173828
16.0,smooth_varY_0.12_T16p0,0.5511418581008911,,0.8384239673614502
16.0,smooth_varY_0.16_T16p0,0.5702574253082275,,0.7884221076965332
16.0,pw_rand_0_T16p0,0.7639708518981934,,0.757267951965332
16.0,pw_rand_1_T16p0,0.6752496957778931,,0.7878940105438232
16.0,pw_rand_2_T16p0,0.8284423351287842,,0.7381670475006104
16.0,pw_rand_3_T16p0,0.670127272605896,,0.813438892364502
16.0,pw_rand_4_T16p0,0.9502832889556885,,0.8092441558837891
16.0,pw_rand_5_T16p0,0.8984698057174683,,0.7774658203125
16.0,pw_rand_6_T16p0,0.2877158522605896,,0.8210501670837402
16.0,pw_rand_7_T16p0,0.8018885254859924,,0.7913548946380615
16.0,pw_rand_8_T16p0,0.9242711663246155,,0.8069450855255127
16.0,pw_rand_9_T16p0,0.4329594671726227,,0.8508350849151611
16.0,pw_rand_10_T16p0,0.9536306858062744,,0.8545031547546387
16.0,pw_rand_11_T16p0,0.8866921663284302,,0.8265368938446045
16.0,pw_rand_12_T16p0,0.6973258852958679,,0.8082642555236816
16.0,pw_rand_13_T16p0,0.8413811326026917,,0.8349618911743164
16.0,pw_rand_14_T16p0,0.840815544128418,,0.7589671611785889
16.0,pw_rand_15_T16p0,0.7770487070083618,,0.7491199970245361
16.0,pw_rand_16_T16p0,0.29355961084365845,,0.8636889457702637
16.0,pw_rand_17_T16p0,0.6793678998947144,,0.8497607707977295
16.0,pw_rand_18_T16p0,0.7852354049682617,,0.822882890701294
16.0,pw_rand_19_T16p0,0.3556906580924988,,0.700873851776123
16.0,pw_rand_20_T16p0,0.6495980024337769,,0.7506120204925537
16.0,pw_rand_21_T16p0,0.45484423637390137,,0.8256840705871582
16.0,pw_rand_22_T16p0,0.6094810962677002,,0.7892208099365234
16.0,pw_rand_23_T16p0,0.7622302770614624,,0.7953939437866211
16.0,pw_rand_24_T16p0,0.8338191509246826,,0.8080267906188965
16.0,pw_rand_25_T16p0,0.7415233850479126,,0.772507905960083
16.0,pw_rand_26_T16p0,0.8666291236877441,,0.7807009220123291
16.0,pw_rand_27_T16p0,0.9050493240356445,,0.8067889213562012
16.0,pw_rand_28_T16p0,0.6007183790206909,,0.7445321083068848
16.0,pw_rand_29_T16p0,0.8584762215614319,,0.7864258289337158
16.0,pw_rand_30_T16p0,0.8932309746742249,,2.222749948501587
16.0,pw_rand_31_T16p0,0.6122084856033325,,0.8355281352996826
16.0,pw_rand_32_T16p0,0.6376872658729553,,0.8019757270812988
16.0,pw_rand_33_T16p0,0.33534255623817444,,0.8165919780731201
16.0,pw_rand_34_T16p0,0.9413424730300903,,0.7596478462219238
16.0,pw_rand_35_T16p0,0.7757242918014526,,0.787571907043457
16.0,pw_rand_36_T16p0,0.6980373859405518,,0.7664148807525635
16.0,pw_rand_37_T16p0,0.8466644287109375,,0.8573808670043945
16.0,pw_rand_38_T16p0,0.42572087049484253,,0.8079791069030762
16.0,pw_rand_39_T16p0,0.8401821851730347,,0.8221161365509033
16.0,pw_rand_40_T16p0,0.785905122756958,,0.7705469131469727
16.0,pw_rand_41_T16p0,0.4308944344520569,,0.8717482089996338
16.0,pw_rand_42_T16p0,0.9035907983779907,,0.8802080154418945
16.0,pw_rand_43_T16p0,0.7487637996673584,,0.7481181621551514
16.0,pw_rand_44_T16p0,0.8793565034866333,,0.8243649005889893
16.0,pw_rand_45_T16p0,0.8642226457595825,,0.8147680759429932
16.0,pw_rand_46_T16p0,0.5752979516983032,,0.7908830642700195
16.0,pw_rand_47_T16p0,0.9116171598434448,,0.8263828754425049
18.0,alpha_0.45_T18p0,0.9050313234329224,,0.8578081130981445
18.0,alpha_0.52_T18p0,0.9131516218185425,,0.916398286819458
18.0,alpha_0.6_T18p0,0.9226510524749756,,0.8934438228607178
18.0,alpha_0.7_T18p0,0.9344001412391663,,0.8918099403381348
18.0,alpha_0.85_T18p0,0.950664758682251,,0.9265680313110352
18.0,alpha_1.0_T18p0,0.964096188545227,,0.9234039783477783
18.0,alpha_1.04_T18p0,0.967087984085083,,0.907412052154541
18.0,smooth_varY_-0.12_T18p0,0.870679497718811,,0.7850749492645264
18.0,smooth_varY_-0.08_T18p0,0.8636568784713745,,0.8207871913909912
18.0,smooth_varY_-0.04_T18p0,0.863717257976532,,0.8311102390289307
18.0,smooth_varY_0.04_T18p0,0.8846452236175537,,0.8216001987457275
18.0,smooth_varY_0.08_T18p0,0.9036257266998291,,0.8246240615844727
18.0,smooth_varY_0.12_T18p0,0.9256190061569214,,0.8675260543823242
18.0,smooth_varY_0.16_T18p0,0.9471536874771118,,0.8478384017944336
18.0,pw_rand_0_T18p0,0.7120585441589355,,0.8281269073486328
18.0,pw_rand_1_T18p0,0.7068082094192505,,0.8384160995483398
18.0,pw_rand_2_T18p0,0.49357399344444275,,0.8779652118682861
18.0,pw_rand_3_T18p0,0.5589534044265747,,0.8421781063079834
18.0,pw_rand_4_T18p0,0.5693718194961548,,0.8251497745513916
18.0,pw_rand_5_T18p0,0.7200123071670532,,2.602173328399658
18.0,pw_rand_6_T18p0,0.5813217163085938,,0.8031249046325684
18.0,pw_rand_7_T18p0,0.626128077507019,,0.7931919097900391
18.0,pw_rand_8_T18p0,0.7017739415168762,,0.8540170192718506
18.0,pw_rand_9_T18p0,0.8096998929977417,,0.847754955291748
18.0,pw_rand_10_T18p0,0.9754510521888733,,0.8213329315185547
18.0,pw_rand_11_T18p0,0.7371881604194641,,0.9102828502655029
18.0,pw_rand_12_T18p0,0.6814504265785217,,0.8624489307403564
18.0,pw_rand_13_T18p0,0.9100837707519531,,0.8392269611358643
18.0,pw_rand_14_T18p0,0.7516155242919922,,0.8302299976348877
18.0,pw_rand_15_T18p0,0.7966698408126831,,0.8924441337585449
18.0,pw_rand_16_T18p0,0.9342765212059021,,0.8645498752593994
18.0,pw_rand_17_T18p0,0.5579593777656555,,0.9130411148071289
18.0,pw_rand_18_T18p0,0.5699002146720886,,0.8265671730041504
18.0,pw_rand_19_T18p0,0.9487366676330566,,0.882673978805542
18.0,pw_rand_20_T18p0,0.7671078443527222,,0.8633418083190918
18.0,pw_rand_21_T18p0,0.8688695430755615,,0.8776540756225586
18.0,pw_rand_22_T18p0,0.6459566354751587,,0.8784079551696777
18.0,pw_rand_23_T18p0,0.5525658130645752,,0.8747448921203613
18.0,pw_rand_24_T18p0,0.7748371362686157,,0.7873861789703369
18.0,pw_rand_25_T18p0,0.4288328289985657,,0.8082060813903809
18.0,pw_rand_26_T18p0,0.8157579898834229,,0.9204871654510498
18.0,pw_rand_27_T18p0,0.5713354349136353,,0.928948163986206
18.0,pw_rand_28_T18p0,0.7129178047180176,,0.9169180393218994
18.0,pw_rand_29_T18p0,0.5991379618644714,,0.9200968742370605
18.0,pw_rand_30_T18p0,0.7866649031639099,,0.8632512092590332
18.0,pw_rand_31_T18p0,0.6822328567504883,,0.8410201072692871
18.0,pw_rand_32_T18p0,0.8748035430908203,,0.8298850059509277
18.0,pw_rand_33_T18p0,0.857810378074646,,0.965203046798706
18.0,pw_rand_34_T18p0,0.7304692268371582,,0.8533928394317627
18.0,pw_rand_35_T18p0,0.6593079566955566,,0.8328342437744141
18.0,pw_rand_36_T18p0,0.8968225717544556,,0.8691198825836182
18.0,pw_rand_37_T18p0,0.831780731678009,,0.8646540641784668
18.0,pw_rand_38_T18p0,0.9852371215820312,,0.8639018535614014
18.0,pw_rand_39_T18p0,0.8901592493057251,,0.8426599502563477
18.0,pw_rand_40_T18p0,0.6515612602233887,,0.9036159515380859
18.0,pw_rand_41_T18p0,0.5393551588058472,,0.875128984451294
18.0,pw_rand_42_T18p0,0.7088189125061035,,0.8119029998779297
18.0,pw_rand_43_T18p0,0.469685435295105,,0.834312915802002
18.0,pw_rand_44_T18p0,0.7692168354988098,,0.85270094871521
18.0,pw_rand_45_T18p0,0.7395080327987671,,0.8776750564575195
18.0,pw_rand_46_T18p0,0.5195196866989136,,0.8521971702575684
18.0,pw_rand_47_T18p0,0.9334279298782349,,0.9156191349029541
20.0,alpha_0.45_T20p0,0.9814660549163818,,0.8652610778808594
20.0,alpha_0.52_T20p0,0.9818295240402222,,0.954927921295166
20.0,alpha_0.6_T20p0,0.9814014434814453,,0.9295310974121094
20.0,alpha_0.7_T20p0,0.9796919822692871,,0.997448205947876
20.0,alpha_0.85_T20p0,0.974853515625,,0.9893779754638672
20.0,alpha_1.0_T20p0,0.9674056768417358,,0.9556050300598145
20.0,alpha_1.04_T20p0,0.9649802446365356,,1.070317029953003
20.0,smooth_varY_-0.12_T20p0,0.9647459387779236,,0.9006857872009277
20.0,smooth_varY_-0.08_T20p0,0.9651902914047241,,0.8510427474975586
